dataset,z_ini,z_fin,x_ini,x_fin,y_ini,y_fin,voidmean,rockmedian,sigla_campo,bacia,condition,formacao,direcao_amostra,klinkenberg,codigo_facies,permeabilidade_longitudinal_m_d,porosidade_perc,log_pixelquadrado,cod_8cl,cod_10cl,reservatorio,classperm,classporo,log_perm,quantiles4,quantiles5,quantiles10
/data/LL27_G0706H_LIMPA_P_35760nm.nc,145,1636,216,936,215,935,3167.404346,3624.784495,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,GST,123,15.9,-4.920791569,GST,GST,HPQHPR,HPQ,HPR,2.089905111," 1489., 6349., 6788., 7104.,61004."," 1489., 6199., 6645., 6915., 7173.,61004."," 1489., 5656., 6199., 6465., 6645., 6788., 6915., 7039., 7173., 7346.,
 61004."
/data/SPS77A_F5043H_SUJA_P_41960nm.nc,595,2025,203,821,194,812,4847.155884,8740.080442,SPH,SANTOS,SUJA,BVE,,,,,,,,,,,,," 4410.,13110.,13762.,14261.,56867."," 4410.,12904.,13542.,13962.,14373.,56867."," 4410.,12174.,12904.,13275.,13542.,13762.,13962.,14158.,14373.,14675.,
 56867."
/data/MA0026DRJS_P3977_LIMPA_P_34555nm.nc,192,993,228,998,207,977,20279.62835,2516.135427,MA,CAMPOS(M),LIMPA,CRP,IV1,FALSE,,,,,,,,,,,"17208.,22129.,22511.,22875.,57653.","17208.,22028.,22372.,22648.,22969.,57653.","17208.,21755.,22028.,22217.,22372.,22511.,22648.,22793.,22969.,23240.,
 57653."
/data/RJS752_560620_LIMPA_AL_15000nm.nc,276,1586,279,1352,316,1389,10616.80398,4230.204077,,SANTOS,LIMPA,,,,,,,,,,,,,," 8893.,14471.,14850.,15229.,54616."," 8893.,14377.,14708.,14993.,15324.,54616."," 8893.,14128.,14377.,14556.,14708.,14850.,14993.,15145.,15324.,15573.,
 54616."
/data/RJS752_562740_LIMPA_AL_15000nm.nc,300,1746,321,1396,323,1398,5681.566838,3734.559463,,SANTOS,LIMPA,,,,,,,,,,,,,," 3406., 9031., 9415., 9772.,59695."," 3406., 8926., 9276., 9551., 9859.,59695."," 3406., 8603., 8926., 9121., 9276., 9415., 9551., 9694., 9859.,10087.,
 59695."
/data/BUZ40D_T013266H_SUJA_P_51500nm.nc,120,1605,162,653,155,646,2961.756594,6390.060948,BUZ,SANTOS,SUJA,ITP,IH1,TRUE,,,,,,,,,,," 3189., 8524., 9378., 9983.,60346."," 3189., 8293., 9067., 9654.,10079.,60346."," 3189., 7566., 8293., 8722., 9067., 9378., 9654., 9883.,10079.,10287.,
 60346."
/data/SRR5_V018839V_LIMPA_P_45110nm.nc,125,1612,161,731,158,728,5468.326649,9374.901603,SRR,SANTOS,LIMPA,BVE,VV1,TRUE,,0.004,11,-9.407472041,,,LPQHPR,LPQ,HPR,-2.397940009," 7932.,14570.,14861.,15152.,28534."," 7932.,14498.,14752.,14970.,15225.,28534."," 7932.,14305.,14498.,14635.,14752.,14861.,14970.,15087.,15225.,15419.,
 28534."
/data/RJS709_G0229H_LIMPA_P_38189nm.nc,55,1511,208,869,206,867,3232.693351,3839.696439,BUZ,SANTOS,LIMPA,ITP,VH1,TRUE,RDS,18.4,12.5,-5.728698336,RDS,RDS,HPQHPR,HPQ,HPR,1.264817823," 1287., 6726., 7094., 7378.,60317."," 1287., 6592., 6973., 7205., 7443.,60317."," 1287., 5888., 6592., 6825., 6973., 7094., 7205., 7318., 7443., 7612.,
 60317."
/data/BUZ52_567440_SUJA_AL_40300nm.nc,315,1663,210,855,219,864,4366.420595,2003.401142,BUZ,SANTOS,SUJA,,,,,,,,,,,,,," 4078., 6253., 6377., 6472.,27513."," 4078., 6213., 6336., 6415., 6494.,27513."," 4078., 6077., 6213., 6285., 6336., 6377., 6415., 6453., 6494., 6548.,
 27513."
/data/RJS704_F8981H_LIMPA_P_41860nm.nc,90,1718,174,791,183,800,3300.146529,3360.221235,ITP,SANTOS,LIMPA,BVE,VH1,TRUE,GST,20.5,11.1,-5.701651582,GST,GST,HPQHPR,HPQ,HPR,1.311753861," 1818., 6367., 6736., 7078.,63030."," 1818., 6256., 6605., 6864., 7160.,63030."," 1818., 5795., 6256., 6457., 6605., 6736., 6864., 7002., 7160., 7350.,
 63030."
/data/BUZ4_V013773H_LIMPA_P_42200nm.nc,30,1397,164,777,178,791,1725.960317,3608.509152,BUZ,SANTOS,LIMPA,BVE,VH1,TRUE,,140.3,17.9,-4.867724847,,,HPQHPR,HPQ,HPR,2.147057671," 1340., 5006., 5353., 5654.,59302."," 1340., 4906., 5231., 5469., 5725.,59302."," 1340., 4594., 4906., 5091., 5231., 5353., 5469., 5588., 5725., 5911.,
 59302."
/data/BUZ4_V011510H_LIMPA_P_42200nm.nc,65,1531,173,783,164,774,2114.050762,4126.521647,BUZ,SANTOS,LIMPA,BVE,VH1,TRUE,,998,23.4,-4.011390698,,,HPQHPR,HPQ,HPR,2.999130541," 1536., 5574., 6221., 6630.,63357."," 1536., 5365., 6013., 6394., 6712.,63357."," 1536., 4718., 5365., 5744., 6013., 6221., 6394., 6552., 6712., 6908.,
 63357."
/data/BUZ44_571570_SUJA_AL_26500nm.nc,145,1367,200,792,204,796,3430.814069,4153.809254,BUZ,SANTOS,SUJA,BVE,,,,,,,,,,,,,"    0., 7408., 7616., 7830.,51888.","    0., 7357., 7537., 7696., 7883.,51888.","    0., 7221., 7357., 7454., 7537., 7616., 7696., 7782., 7883., 8025.,
 51888."
/data/LL36A_V014347H_ANTES_P_43095nm.nc,170,1605,165,761,172,768,6622.462837,3899.007663,TUP,SANTOS,ANTES,BVE,VH1,TRUE,,0.476,9.5,-7.330976004,,,LPQHPR,LPQ,HPR,-0.322393047,"  902.,10367.,10534.,10704.,61375.","  902.,10322.,10472.,10595.,10751.,61375.","  902.,10187.,10322.,10405.,10472.,10534.,10595.,10664.,10751.,10899.,
 61375."
/data/RJS702_P8834_LIMPA_P_37953nm.nc,120,1812,202,885,198,881,3297.516645,4455.632391,TVD,CAMPOS(M),LIMPA,QM,VH1,TRUE,,8.79,15,-6.07258142,,,LPQHPR,LPQ,HPR,0.943988875," 1896., 7452., 7868., 8239.,63870."," 1896., 7335., 7719., 8010., 8328.,63870."," 1896., 6979., 7335., 7551., 7719., 7868., 8010., 8159., 8328., 8561.,
 63870."
/data/LL31D_V010769H_SECA_P_38000nm.nc,75,1713,225,904,244,923,3750.803458,3693.55055,TUP,SANTOS,SECA,BVE,IH1,TRUE,,,,,,,,,,," 3310., 7103., 7529., 7782.,62596."," 3310., 6957., 7394., 7640., 7829.,62596."," 3310., 6438., 6957., 7218., 7394., 7529., 7640., 7736., 7829., 7939.,
 62596."
/data/ESS227D_753990_SUJA_AL_28150nm.nc,180,1649,168,723,189,744,10901.75348,2188.138703,,ESPÍRITO SANTO(M,SUJA,,,,,,,,,,,,,,"10914.,12916.,13121.,13394.,65335.","10914.,12857.,13046.,13202.,13515.,65335.","10914.,12666.,12857.,12964.,13046.,13121.,13202.,13311.,13515.,13948.,
 65335."
/data/RJS711_F9366H_LIMPA_P_40000nm.nc,84,895,175,814,182,821,1312.740184,3271.536749,ATP,SANTOS,LIMPA,BVE,VH1,TRUE,ESF,56.6,10.8,-5.251541935,ESF,ESF,HPQHPR,HPQ,HPR,1.752816431,"  688., 4374., 4617., 4843.,39540.","  688., 4287., 4534., 4698., 4908.,39540.","  688., 3727., 4287., 4437., 4534., 4617., 4698., 4789., 4908., 5102.,
 39540."
/data/BBG1D_568800_SUJA_AL_17030nm.nc,100,1491,309,1345,299,1335,3656.241147,2611.980786,BBG,SANTOS,SUJA,BVE,,,,,,,,,,,,," 1475., 5760., 6220., 6569.,64750."," 1475., 5598., 6070., 6358., 6649.,64750."," 1475., 4994., 5598., 5883., 6070., 6220., 6358., 6496., 6649., 6857.,
 64750."
/data/SRR1ARJS_578290_LIMPA_AL_22820nm.nc,120,1546,270,965,239,934,2065.906652,3682.581213,SRR,SANTOS,LIMPA,BVE,,,,,,,,,,,,,"  517., 5575., 5764., 5959.,65334.","  517., 5528., 5692., 5837., 6009.,65334.","  517., 5407., 5528., 5616., 5692., 5764., 5837., 5915., 6009., 6142.,
 65334."
/data/BUZ43_577750_LIMPA_AL_22870nm.nc,144,1072,216,978,212,974,2538.182249,3634.990073,BUZ,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 1460., 5870., 6170., 6439.,63397."," 1460., 5783., 6063., 6273., 6503.,63397."," 1460., 5494., 5783., 5942., 6063., 6170., 6273., 6380., 6503., 6666.,
 63397."
/data/ESP22D_P6978_LIMPA_P_46800nm.nc,100,1693,157,697,158,698,14198.83522,3876.388454,ESP,CAMPOS(M),LIMPA,QM,,,,,,,,,,,,,"13784.,17601.,18077.,18364.,59509.","13784.,17355.,17940.,18194.,18425.,59509.","13784.,16419.,17355.,17751.,17940.,18077.,18194.,18306.,18425.,18578.,
 59509."
/data/SPS106_631400_LIMPA_AL_33000nm.nc,275,1705,221,1009,226,1014,7425.747358,4097.274211,,SANTOS,LIMPA,,,,GST,0.031,8.1,-8.527955288,GST,GST,LPQHPR,LPQ,HPR,-1.508638306," 4078.,11178.,11499.,11807.,57991."," 4078.,11095.,11381.,11615.,11884.,57991."," 4078.,10865.,11095.,11251.,11381.,11499.,11615.,11739.,11884.,12095.,
 57991."
/data/BR69DA_T011217H_LIMPA_P_47100nm.nc,45,1445,174,717,164,707,3602.255353,4169.992345,BR,CAMPOS(M),LIMPA,MCB,IH1,FALSE,,,,,,,,,,," 4070., 7604., 7791., 7946.,56449."," 4070., 7547., 7727., 7852., 7982.,56449."," 4070., 7364., 7547., 7650., 7727., 7791., 7852., 7913., 7982., 8075.,
 56449."
/data/SEP1_V014915H_SUJA_P_38102nm.nc,30,1710,187,874,187,874,5053.894718,4874.865604,SEP,SANTOS,SUJA,BVE,VH1,TRUE,GST,0.531,11.9,-7.299951166,GST,GST,LPQHPR,LPQ,HPR,-0.274905479," 5091., 9600., 9959.,10262.,42397."," 5091., 9495., 9833.,10077.,10332.,42397."," 5091., 9166., 9495., 9688., 9833., 9959.,10077.,10197.,10332.,10511.,
 42397."
/data/SPS77A_F6215H_SUJA_P_39630nm.nc,480,2262,193,833,180,820,3323.626914,5435.611242,SPH,SANTOS,SUJA,BVE,,,,,,,,,,,,,"  912., 8586., 8885., 9149.,65535.","  912., 8499., 8780., 8986., 9214.,65535.","  912., 8222., 8499., 8659., 8780., 8885., 8986., 9091., 9214., 9388.,
 65535."
/data/LL31D_V010772H_LIMPA_P_39815nm.nc,45,1675,193,828,186,821,19061.06972,2424.402066,TUP,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,,"    0.,21082.,21513.,21804.,63119.","    0.,20939.,21373.,21633.,21867.,63119.","    0.,20416.,20939.,21196.,21373.,21513.,21633.,21746.,21867.,22028.,
 63119."
/data/BUZ43_575350_LIMPA_AL_22870nm.nc,180,1402,213,970,223,980,2929.007031,3617.38845,BUZ,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 2822., 6317., 6551., 6774.,60660."," 2822., 6256., 6465., 6635., 6829.,60660."," 2822., 6084., 6256., 6371., 6465., 6551., 6635., 6725., 6829., 6971.,
 60660."
/data/SPS97A_F7502H_LIMPA_P_37726nm.nc,65,1561,175,866,169,860,2232.623408,3855.810966,SPH,SANTOS,LIMPA,BVE,VH1,TRUE,GST,2.5,13.5,-6.623534274,GST,GST,LPQHPR,LPQ,HPR,0.397940009," 2256., 5713., 6063., 6300.,61467."," 2256., 5604., 5948., 6161., 6349.,61467."," 2256., 5270., 5604., 5803., 5948., 6063., 6161., 6253., 6349., 6470.,
 61467."
/data/ANP2ARJS_F2691V_LIMPA_P_42620nm.nc,105,1592,162,766,169,773,3097.435839,3915.192201,MRO,SANTOS,LIMPA,BVE,VV1,TRUE,,5.24,15.2,-6.291206148,,,LPQHPR,LPQ,HPR,0.719331287," 2402., 6787., 7119., 7420.,62728."," 2402., 6694., 7000., 7234., 7493.,62728."," 2402., 6416., 6694., 6865., 7000., 7119., 7234., 7355., 7493., 7683.,
 62728."
/data/LL27_G0681H_LIMPA_P_38500nm.nc,90,1633,186,864,187,865,5536.192332,3260.071767,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,GST,89.9,18.7,-5.068857822,GST,GST,HPQHPR,HPQ,HPR,1.953759692," 3432., 8398., 8834., 9152.,62700."," 3432., 8258., 8690., 8962., 9222.,62700."," 3432., 7712., 8258., 8511., 8690., 8834., 8962., 9087., 9222., 9398.,
 62700."
/data/LL55DRJS_524830_LIMPA_AL_33660nm.nc,128,1174,221,991,223,993,2686.876665,2630.201943,TUP,SANTOS,LIMPA,BVE,,,ESF,11.9,23.5,-5.940899379,ESF,ESF,HPQHPR,HPQ,HPR,1.075546961," 1491., 5022., 5366., 5732.,65335."," 1491., 4942., 5232., 5503., 5820.,65335."," 1491., 4728., 4942., 5096., 5232., 5366., 5503., 5651., 5820., 6043.,
 65335."
/data/SPS77A_F4630H_LIMPA_P_30766nm.nc,70,1585,207,1047,211,1051,7526.228587,2734.449606,SPH,SANTOS,LIMPA,BVE,VH1,TRUE,ETR,581,24.4,-4.249761178,ETR,ETR,HPQHPR,HPQ,HPR,2.764176132," 1806., 9843.,10230.,10501.,61427."," 1806., 9715.,10104.,10341.,10558.,61427."," 1806., 9310., 9715., 9945.,10104.,10230.,10341.,10446.,10558.,10701.,
 61427."
/data/RJS682A_F3014V_LIMPA_P_45675nm.nc,90,1483,151,709,149,707,2368.438275,4346.292729,SRR,SANTOS,LIMPA,BVE,VV1,TRUE,,0.161,8.4,-7.795036301,,,LPQHPR,LPQ,HPR,-0.793174124," 1021., 6360., 6669., 6962.,61211."," 1021., 6279., 6555., 6780., 7033.,61211."," 1021., 6053., 6279., 6431., 6555., 6669., 6780., 6898., 7033., 7216.,
 61211."
/data/RJS660_F1063H_LIMPA_P_44800nm.nc,95,1548,182,761,186,765,30597.17875,2022.798487,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,,3.33,7.1,-6.494705589,,,LPQHPR,LPQ,HPR,0.522444234,"29915.,32409.,32643.,32813.,61683.","29915.,32338.,32565.,32711.,32851.,61683.","29915.,32098.,32338.,32469.,32565.,32643.,32711.,32778.,32851.,32945.,
 61683."
/data/RJS697_566400_LIMPA_AL_21965nm.nc,55,1699,186,906,180,900,4855.554614,5506.081246,BBG,SANTOS,LIMPA,BVE,,,LMT,0.01,14.8,-8.587364075,LMT,LMT,LPQHPR,LPQ,HPR,-2," 6151.,10201.,10441.,10681.,43726."," 6151.,10141.,10351.,10531.,10741.,43726."," 6151., 9980.,10141.,10255.,10351.,10441.,10531.,10628.,10741.,10901.,
 43726."
/data/RJS749D_T012396H_LIMPA_P_58500nm.nc,50,765,128,564,128,564,1464.976806,7364.431857,MRO,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 1564., 8265., 8809., 9152.,38302."," 1564., 8032., 8646., 8949., 9226.,38302."," 1564., 6860., 8032., 8425., 8646., 8809., 8949., 9082., 9226., 9410.,
 38302."
/data/3RJS731RJ_V012267V_LIMPA_P_46345nm.nc,55,1407,162,715,158,711,3110.502754,4559.95633,MRO,SANTOS,LIMPA,ITP,VV1,TRUE,,30,16.3,-5.529571448,,,HPQHPR,HPQ,HPR,1.477121255," 1385., 7074., 7910., 8348.,65335."," 1385., 6680., 7687., 8091., 8442.,65335."," 1385., 5271., 6680., 7347., 7687., 7910., 8091., 8261., 8442., 8676.,
 65335."
/data/LL21_G0547H_LIMPA_P_42450nm.nc,30,1466,165,775,174,784,7345.911204,3616.198947,TUP,SANTOS,LIMPA,,VH1,TRUE,ETR,114,7.1,-4.958746875,ETR,ETR,HPQHPR,HPQ,HPR,2.056904851," 1899.,10680.,11020.,11271.,61881."," 1899.,10552.,10911.,11118.,11330.,61881."," 1899.,10099.,10552.,10773.,10911.,11020.,11118.,11218.,11330.,11484.,
 61881."
/data/BUZ44_584310_LIMPA_AL_30000nm.nc,205,1394,263,1132,260,1129,3063.825308,4666.003556,BUZ,SANTOS,LIMPA,BVE,,,,3.06,12.1,-6.535797303,,,LPQHPR,LPQ,HPR,0.485721426," 2195., 7377., 7760., 8093.,61995."," 2195., 7267., 7624., 7889., 8171.,61995."," 2195., 6921., 7267., 7469., 7624., 7760., 7889., 8021., 8171., 8375.,
 61995."
/data/SPS77A_F4627H_SUJA_P_40120nm.nc,544,1944,182,821,189,828,7783.213551,5433.559621,SPH,SANTOS,SUJA,BVE,,,,,,,,,,,,," 5266.,12704.,13257.,13907.,65535."," 5266.,12567.,13033.,13511.,14042.,65535."," 5266.,12078.,12567.,12820.,13033.,13257.,13511.,13775.,14042.,14343.,
 65535."
/data/RJS752_551610_LIMPA_AL_15000nm.nc,264,1765,282,1360,292,1370,9311.952192,3214.046149,,SANTOS,LIMPA,,,,,,,,,,,,,," 7364.,12193.,12544.,12908.,61692."," 7364.,12107.,12411.,12678.,13003.,61692."," 7364.,11881.,12107.,12270.,12411.,12544.,12678.,12825.,13003.,13271.,
 61692."
/data/BUZ40D_T013241H_SUJA_P_51500nm.nc,80,1645,153,645,161,653,2742.582761,4842.064559,BUZ,SANTOS,SUJA,ITP,IH1,TRUE,,,,,,,,,,," 2230., 6919., 7549., 8037.,65335."," 2230., 6741., 7280., 7781., 8113.,65335."," 2230., 5327., 6741., 7044., 7280., 7549., 7781., 7960., 8113., 8278.,
 65335."
/data/LL11RJS_514340_LIMPA_AL_20205nm.nc,12,886,207,1001,211,1005,3139.306482,2380.107463,TUP,SANTOS,LIMPA,,,,,3.14,27,-6.102865733,,,LPQHPR,LPQ,HPR,0.496929648," 2829., 5182., 5433., 5727.,48025."," 2829., 5110., 5342., 5528., 5852.,48025."," 2829., 4866., 5110., 5242., 5342., 5433., 5528., 5645., 5852., 6603.,
 48025."
/data/RJS682A_F2939V_LIMPA_P_45675nm.nc,15,1440,145,697,157,709,3139.97605,4300.848975,SRR,SANTOS,LIMPA,BVE,VV1,TRUE,,0.072,13,-8.135139438,,,LPQHPR,LPQ,HPR,-1.142667504," 2998., 7042., 7434., 7782.,47046."," 2998., 6950., 7287., 7574., 7857.,47046."," 2998., 6715., 6950., 7128., 7287., 7434., 7574., 7711., 7857., 8039.,
 47046."
/data/LL71D_507300_LIMPA_AL_20580nm.nc,108,1316,217,995,215,993,4850.645476,3011.903287,TUP,SANTOS,LIMPA,,,,,,,,,,,,,," 5153., 7486., 7794., 8318.,42472."," 5153., 7420., 7668., 7944., 8535.,42472."," 5153., 7257., 7420., 7548., 7668., 7794., 7944., 8157., 8535., 9086.,
 42472."
/data/SPH6_F9430H_LIMPA_P_35056nm.nc,115,1535,203,941,197,935,2516.254196,3489.692248,SPH,SANTOS,LIMPA,BVE,VH1,TRUE,CLC,38.6,19.6,-5.428286807,OUTROS,CLC,HPQHPR,HPQ,HPR,1.586587305," 1784., 5685., 6040., 6355.,64397."," 1784., 5586., 5913., 6161., 6429.,64397."," 1784., 5288., 5586., 5770., 5913., 6040., 6161., 6287., 6429., 6623.,
 64397."
/data/LL76D_539530_LIMPA_P_28520nm.nc,48,1047,240,1163,244,1167,3430.855309,5513.535297,TUP,SANTOS,LIMPA,ITP,,,,1.78,10.4,-6.779519109,,,LPQHPR,LPQ,HPR,0.250420002," 1254., 8384., 8983., 9539.,58149."," 1254., 8223., 8766., 9195., 9674.,58149."," 1254., 7748., 8223., 8524., 8766., 8983., 9195., 9418., 9674.,10025.,
 58149."
/data/RJS743A_T012312V_LIMPA_P_57890nm.nc,105,1495,134,579,128,573,2642.338982,4998.885296,MRO,SANTOS,LIMPA,BVE,VV1,TRUE,,25.43,17.5,-5.605817428,,,HPQHPR,HPQ,HPR,1.40534636," 3429., 7296., 7644., 7907.,65335."," 3429., 7191., 7526., 7750., 7964.,65335."," 3429., 6866., 7191., 7383., 7526., 7644., 7750., 7853., 7964., 8097.,
 65335."
/data/MRO12_580620_LIMPA_AL_28830nm.nc,66,972,287,1193,291,1197,17175.75666,3705.279847,MRO,SANTOS,LIMPA,,,,RDS,1.79,12.9,-6.770329316,RDS,RDS,LPQHPR,LPQ,HPR,0.252853031,"16283.,20335.,20857.,21183.,60590.","16283.,20150.,20698.,20991.,21252.,60590.","16283.,19527.,20150.,20481.,20698.,20857.,20991.,21118.,21252.,21425.,
 60590."
/data/BUZ48D_570880_SUJA_AL_30000nm.nc,155,1355,254,1133,254,1133,3980.946641,4178.815382,BUZ,SANTOS,SUJA,BVE,,,,433,15.4,-4.39496903,,,HPQHPR,HPQ,HPR,2.636487896," 2220., 7524., 8184., 8556.,61053."," 2220., 7277., 7990., 8340., 8633.,61053."," 2220., 6480., 7277., 7716., 7990., 8184., 8340., 8484., 8633., 8821.,
 61053."
/data/LPA1D_V016030H_SUJA_P_38980nm.nc,140,1515,173,819,179,825,2840.359595,3811.306524,LPA,SANTOS,SUJA,BVE,IH1,TRUE,,,,,,,,,,," 2548., 6436., 6705., 6934.,61611."," 2548., 6357., 6611., 6793., 6988.,61611."," 2548., 6105., 6357., 6502., 6611., 6705., 6793., 6885., 6988., 7129.,
 61611."
/data/BUZ39DA_583000_SUJA_AL_35200nm.nc,80,1455,223,960,222,959,6268.536859,4641.759478,BUZ,SANTOS,SUJA,BVE,,,,21.3,12.4,-5.688877366,,,HPQHPR,HPQ,HPR,1.328379603," 4899.,10533.,10904.,11170.,62215."," 4899.,10407.,10783.,11011.,11229.,62215."," 4899., 9950.,10407.,10631.,10783.,10904.,11011.,11115.,11229.,11378.,
 62215."
/data/SRR5_V018861H_LIMPA_P_45110nm.nc,130,1566,168,735,161,728,7075.248451,12544.88607,SRR,SANTOS,LIMPA,BVE,VH1,TRUE,MDS,1.03,17.5,-6.992111214,OUTROS,OUTROS,LPQHPR,LPQ,HPR,0.012837225,"14392.,19282.,19636.,19996.,46224.","14392.,19195.,19503.,19770.,20087.,46224.","14392.,18964.,19195.,19361.,19503.,19636.,19770.,19915.,20087.,20332.,
 46224."
/data/SPS82A_F3566H_LIMPA_P_37665nm.nc,55,1573,200,895,195,890,8881.938919,3065.226915,SPH,SANTOS,LIMPA,BVE,VH1,TRUE,ESF,229,9.9,-4.665246738,ESF,ESF,HPQHPR,HPQ,HPR,2.359835482," 7496.,11660.,12088.,12406.,55813."," 7496.,11505.,11949.,12213.,12479.,55813."," 7496.,10970.,11505.,11775.,11949.,12088.,12213.,12339.,12479.,12666.,
 55813."
/data/SPS106_651150_LIMPA_AL_26000nm.nc,324,1500,319,1304,309,1294,4273.356832,5238.331459,,SANTOS,LIMPA,,,,,,,,,,,,,," 4655., 9074., 9476., 9879.,65335."," 4655., 8974., 9325., 9627., 9979.,65335."," 4655., 8710., 8974., 9163., 9325., 9476., 9627., 9789., 9979.,10244.,
 65335."
/data/LL36A_V014220H_ANTES_P_43095nm.nc,170,1525,176,769,169,762,4857.76157,4574.332468,TUP,SANTOS,ANTES,BVE,VH1,TRUE,,892,16.6,-4.05383497,,,HPQHPR,HPQ,HPR,2.950364854,"  597., 8888., 9400., 9673.,58948.","  597., 8676., 9252., 9517., 9729.,58948.","  597., 7878., 8676., 9040., 9252., 9400., 9517., 9621., 9729., 9871.,
 58948."
/data/SPS77A_F5511H_SUJA_P_41100nm.nc,560,1976,203,830,194,821,8705.031691,14217.57534,SPH,SANTOS,SUJA,BVE,,,,,,,,,,,,," 7812.,21864.,23076.,24073.,65535."," 7812.,21517.,22652.,23469.,24298.,65535."," 7812.,20383.,21517.,22158.,22652.,23076.,23469.,23864.,24298.,24860.,
 65535."
/data/LL36A_V012846H_LIMPA_P_41220nm.nc,75,1415,179,808,174,803,3309.719592,6674.37063,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,ETR,408,18.7,-4.40609377,ETR,ETR,HPQHPR,HPQ,HPR,2.610660163," 1426., 9148.,10110.,10772.,65335."," 1426., 8828., 9797.,10382.,10911.,65335."," 1426., 7694., 8828., 9402., 9797.,10110.,10382.,10640.,10911.,11250.,
 65335."
/data/RJS702_P8809_LIMPA_P_39985nm.nc,40,1585,171,816,172,817,2212.776096,4502.731302,TVD,CAMPOS(M),LIMPA,QM,VH1,TRUE,,215,19.4,-4.679711837,,,HPQHPR,HPQ,HPR,2.33243846," 1098., 6228., 6696., 7079.,61141."," 1098., 6084., 6535., 6846., 7168.,61141."," 1098., 5569., 6084., 6345., 6535., 6696., 6846., 6998., 7168., 7394.,
 61141."
/data/RJS660_F1193V_LIMPA_P_46064nm.nc,65,1505,170,734,162,726,5679.675955,7126.570097,TUP,SANTOS,LIMPA,BVE,VV2,TRUE,,58.4,18,-5.252105323,,,HPQHPR,HPQ,HPR,1.766412847," 2665.,11542.,12825.,13510.,61087."," 2665.,11089.,12449.,13119.,13647.,61087."," 2665., 9754.,11089.,11908.,12449.,12825.,13119.,13380.,13647.,13980.,
 61087."
/data/RJS743A_T012311V_LIMPA_P_57890nm.nc,70,1742,123,570,127,574,3010.311331,5162.569794,MRO,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 4093., 7652., 8170., 8458.,60723."," 4093., 7475., 8009., 8298., 8509.,60723."," 4093., 6918., 7475., 7794., 8009., 8170., 8298., 8407., 8509., 8618.,
 60723."
/data/SPS77A_F5155H_SUJA_P_42070nm.nc,550,2371,228,824,208,804,21587.16544,9263.575098,SPH,SANTOS,SUJA,BVE,,,,,,,,,,,,,"23421.,30509.,31016.,31453.,51044.","23421.,30369.,30836.,31187.,31553.,51044.","23421.,29975.,30369.,30630.,30836.,31016.,31187.,31360.,31553.,31805.,
 51044."
/data/LL1D_F4308H_LIMPA_P_54847nm.nc,60,1222,133,603,137,607,2442.788491,5439.694029,TUP,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 2125., 7429., 7997., 8330.,63787."," 2125., 7234., 7820., 8141., 8393.,63787."," 2125., 6587., 7234., 7584., 7820., 7997., 8141., 8268., 8393., 8540.,
 63787."
/data/RJS709_F9937H_LIMPA_P_38189nm.nc,30,1425,207,890,210,893,2922.446301,3729.39751,BUZ,SANTOS,LIMPA,BVE,VH1,TRUE,,31.1,15.4,-5.529194258,,,HPQHPR,HPQ,HPR,1.492760389," 1801., 6336., 6662., 7014.,64270."," 1801., 6255., 6538., 6790., 7106.,64270."," 1801., 6032., 6255., 6408., 6538., 6662., 6790., 6933., 7106., 7351.,
 64270."
/data/SPS108_634970_SUJA_AL_40500nm.nc,270,1583,187,818,199,830,14280.89054,4314.240515,,SANTOS,SUJA,,,,,0.263,6.1,-7.584249684,,,LPQHPR,LPQ,HPR,-0.580044252,"14196.,18400.,18665.,18887.,62585.","14196.,18317.,18574.,18751.,18940.,62585.","14196.,18021.,18317.,18466.,18574.,18665.,18751.,18839.,18940.,19075.,
 62585."
/data/SPS74_F2885H_LIMPA_P_44702nm.nc,125,1603,158,739,165,746,5120.26371,3301.664278,LPA,SANTOS,LIMPA,BVE,VH1,TRUE,RDS,0.05,7.2,-8.319272836,RDS,RDS,LPQHPR,LPQ,HPR,-1.301029996," 4424., 8131., 8415., 8699.,60807."," 4424., 8059., 8309., 8523., 8768.,60807."," 4424., 7840., 8059., 8195., 8309., 8415., 8523., 8637., 8768., 8945.,
 60807."
/data/SPS77A_F5022H_SUJA_P_39720nm.nc,580,2229,195,841,186,832,3548.770218,4927.895241,SPH,SANTOS,SUJA,BVE,,,,,,,,,,,,," 2023., 8189., 8520., 8728.,61823."," 2023., 8050., 8421., 8605., 8774.,61823."," 2023., 7469., 8050., 8286., 8421., 8520., 8605., 8686., 8774., 8889.,
 61823."
